part_number,functional_id,product_line,forecast_month,months_of_history,months_since_sub,in_transition_window,forecast,actual,abs_error,pct_error,fit_status,arima_order,aic
DE06-4870-OS,FID-DE-06,PL-Delta,2024-11-01,15,16.0,False,,112,,,insufficient_history,N/A,
DE06-4870-OS,FID-DE-06,PL-Delta,2024-12-01,15,17.0,False,,118,,,insufficient_history,N/A,
DE07-3228-OT,FID-DE-07,PL-Delta,2024-10-01,20,20.0,False,116.0,156,40.0,25.64102564102564,fitted,"(0,1,0)",123.55092151512234
DE07-3228-OT,FID-DE-07,PL-Delta,2024-11-01,20,21.0,False,116.0,169,53.0,31.360946745562128,fitted,"(0,1,0)",123.55092151512234
DE07-3228-OT,FID-DE-07,PL-Delta,2024-12-01,20,22.0,False,116.0,138,22.0,15.942028985507244,fitted,"(0,1,0)",123.55092151512234
DE07-5892-EH,FID-DE-07,PL-Delta,2022-02-01,1,,False,,106,,,insufficient_history,N/A,
DE07-5892-EH,FID-DE-07,PL-Delta,2022-03-01,1,,False,,124,,,insufficient_history,N/A,
DE07-5892-EH,FID-DE-07,PL-Delta,2022-04-01,1,,False,,103,,,insufficient_history,N/A,
DE07-6795-ZP,FID-DE-07,PL-Delta,2022-11-01,6,6.0,True,,138,,,insufficient_history,N/A,
DE07-6795-ZP,FID-DE-07,PL-Delta,2022-12-01,6,7.0,False,,129,,,insufficient_history,N/A,
DE07-6795-ZP,FID-DE-07,PL-Delta,2023-01-01,6,8.0,False,,127,,,insufficient_history,N/A,
DE08-2975-BP,FID-DE-08,PL-Delta,2022-02-01,1,,False,,107,,,insufficient_history,N/A,
DE08-2975-BP,FID-DE-08,PL-Delta,2022-03-01,1,,False,,153,,,insufficient_history,N/A,
DE08-2975-BP,FID-DE-08,PL-Delta,2022-04-01,1,,False,,146,,,insufficient_history,N/A,
DE08-5174-EY,FID-DE-08,PL-Delta,2024-05-01,15,15.0,False,,146,,,insufficient_history,N/A,
DE08-5174-EY,FID-DE-08,PL-Delta,2024-06-01,15,16.0,False,,197,,,insufficient_history,N/A,
DE08-5174-EY,FID-DE-08,PL-Delta,2024-07-01,15,17.0,False,,127,,,insufficient_history,N/A,
DE08-6337-CE,FID-DE-08,PL-Delta,2024-10-01,2,2.0,True,,146,,,insufficient_history,N/A,
DE08-6337-CE,FID-DE-08,PL-Delta,2024-11-01,2,3.0,True,,161,,,insufficient_history,N/A,
DE08-6337-CE,FID-DE-08,PL-Delta,2024-12-01,2,4.0,True,,151,,,insufficient_history,N/A,
DE08-7553-NW,FID-DE-08,PL-Delta,2022-11-01,6,6.0,True,,177,,,insufficient_history,N/A,
DE08-7553-NW,FID-DE-08,PL-Delta,2022-12-01,6,7.0,False,,160,,,insufficient_history,N/A,
DE08-7553-NW,FID-DE-08,PL-Delta,2023-01-01,6,8.0,False,,214,,,insufficient_history,N/A,
DE09-3957-PR,FID-DE-09,PL-Delta,2022-12-01,11,,False,,36,,,insufficient_history,N/A,
DE09-3957-PR,FID-DE-09,PL-Delta,2023-01-01,11,,False,,36,,,insufficient_history,N/A,
DE09-3957-PR,FID-DE-09,PL-Delta,2023-02-01,11,,False,,29,,,insufficient_history,N/A,
DE09-6861-GD,FID-DE-09,PL-Delta,2024-10-01,19,19.0,False,,27,,,insufficient_history,N/A,
DE09-6861-GD,FID-DE-09,PL-Delta,2024-11-01,19,20.0,False,,28,,,insufficient_history,N/A,
DE09-6861-GD,FID-DE-09,PL-Delta,2024-12-01,19,21.0,False,,35,,,insufficient_history,N/A,
DE10-1816-XG,FID-DE-10,PL-Delta,2022-03-01,2,,False,,29,,,insufficient_history,N/A,
DE10-1816-XG,FID-DE-10,PL-Delta,2022-04-01,2,,False,,26,,,insufficient_history,N/A,
DE10-1816-XG,FID-DE-10,PL-Delta,2022-05-01,2,,False,,29,,,insufficient_history,N/A,
DE10-5929-PQ,FID-DE-10,PL-Delta,2024-10-01,28,28.0,False,30.0,37,7.0,18.91891891891892,fitted,"(0,1,0)",116.52263311736277
DE10-5929-PQ,FID-DE-10,PL-Delta,2024-11-01,28,29.0,False,30.0,31,1.0,3.225806451612903,fitted,"(0,1,0)",116.52263311736277
DE10-5929-PQ,FID-DE-10,PL-Delta,2024-12-01,28,30.0,False,30.0,30,0.0,0.0,fitted,"(0,1,0)",116.52263311736277
DE11-4073-NY,FID-DE-11,PL-Delta,2024-05-01,5,5.0,True,,37,,,insufficient_history,N/A,
DE11-4073-NY,FID-DE-11,PL-Delta,2024-06-01,5,6.0,True,,42,,,insufficient_history,N/A,
DE11-4073-NY,FID-DE-11,PL-Delta,2024-07-01,5,7.0,False,,46,,,insufficient_history,N/A,
DE11-5397-KP,FID-DE-11,PL-Delta,2023-09-01,20,,False,33.0,30,3.0,10.0,fitted,"(0,1,0)",51.04582438201106
DE11-5397-KP,FID-DE-11,PL-Delta,2023-10-01,20,,False,33.0,30,3.0,10.0,fitted,"(0,1,0)",51.04582438201106
DE11-5397-KP,FID-DE-11,PL-Delta,2023-11-01,20,,False,33.0,31,2.0,6.451612903225806,fitted,"(0,1,0)",51.04582438201106
DE11-5740-FS,FID-DE-11,PL-Delta,2024-10-01,2,2.0,True,,43,,,insufficient_history,N/A,
DE11-5740-FS,FID-DE-11,PL-Delta,2024-11-01,2,3.0,True,,42,,,insufficient_history,N/A,
DE11-5740-FS,FID-DE-11,PL-Delta,2024-12-01,2,4.0,True,,45,,,insufficient_history,N/A,
DE12-8192-GK,FID-DE-12,PL-Delta,2023-08-01,19,,False,,120,,,insufficient_history,N/A,
DE12-8192-GK,FID-DE-12,PL-Delta,2023-09-01,19,,False,,119,,,insufficient_history,N/A,
DE12-8192-GK,FID-DE-12,PL-Delta,2023-10-01,19,,False,,138,,,insufficient_history,N/A,
DE12-8224-RH,FID-DE-12,PL-Delta,2024-10-01,11,11.0,False,,114,,,insufficient_history,N/A,
DE12-8224-RH,FID-DE-12,PL-Delta,2024-11-01,11,12.0,False,,131,,,insufficient_history,N/A,
DE12-8224-RH,FID-DE-12,PL-Delta,2024-12-01,11,13.0,False,,157,,,insufficient_history,N/A,
GA01-3655-WV,FID-GA-01,PL-Gamma,2023-04-01,15,,False,,209,,,insufficient_history,N/A,
GA01-3655-WV,FID-GA-01,PL-Gamma,2023-05-01,15,,False,,183,,,insufficient_history,N/A,
GA01-3655-WV,FID-GA-01,PL-Gamma,2023-06-01,15,,False,,210,,,insufficient_history,N/A,
GA01-7174-HB,FID-GA-01,PL-Gamma,2024-10-01,15,15.0,False,,253,,,insufficient_history,N/A,
GA01-7174-HB,FID-GA-01,PL-Gamma,2024-11-01,15,16.0,False,,226,,,insufficient_history,N/A,
GA01-7174-HB,FID-GA-01,PL-Gamma,2024-12-01,15,17.0,False,,217,,,insufficient_history,N/A,
GA02-3316-BT,FID-GA-02,PL-Gamma,2024-10-01,18,18.0,False,,116,,,insufficient_history,N/A,
GA02-3316-BT,FID-GA-02,PL-Gamma,2024-11-01,18,19.0,False,,129,,,insufficient_history,N/A,
GA02-3316-BT,FID-GA-02,PL-Gamma,2024-12-01,18,20.0,False,,120,,,insufficient_history,N/A,
GA02-6287-CM,FID-GA-02,PL-Gamma,2023-01-01,7,7.0,False,,192,,,insufficient_history,N/A,
GA02-6287-CM,FID-GA-02,PL-Gamma,2023-02-01,7,8.0,False,,164,,,insufficient_history,N/A,
GA02-6287-CM,FID-GA-02,PL-Gamma,2023-03-01,7,9.0,False,,129,,,insufficient_history,N/A,
GA02-7639-WY,FID-GA-02,PL-Gamma,2022-03-01,2,,False,,159,,,insufficient_history,N/A,
GA02-7639-WY,FID-GA-02,PL-Gamma,2022-04-01,2,,False,,157,,,insufficient_history,N/A,
GA02-7639-WY,FID-GA-02,PL-Gamma,2022-05-01,2,,False,,146,,,insufficient_history,N/A,
GA03-5053-TD,FID-GA-03,PL-Gamma,2022-05-01,4,,False,,53,,,insufficient_history,N/A,
GA03-5053-TD,FID-GA-03,PL-Gamma,2022-06-01,4,,False,,48,,,insufficient_history,N/A,
GA03-5053-TD,FID-GA-03,PL-Gamma,2022-07-01,4,,False,,58,,,insufficient_history,N/A,
GA03-6076-MO,FID-GA-03,PL-Gamma,2023-04-01,8,8.0,False,,66,,,insufficient_history,N/A,
GA03-6076-MO,FID-GA-03,PL-Gamma,2023-05-01,8,9.0,False,,38,,,insufficient_history,N/A,
GA03-6076-MO,FID-GA-03,PL-Gamma,2023-06-01,8,10.0,False,,46,,,insufficient_history,N/A,
GA03-6753-GW,FID-GA-03,PL-Gamma,2024-10-01,15,15.0,False,,53,,,insufficient_history,N/A,
GA03-6753-GW,FID-GA-03,PL-Gamma,2024-11-01,15,16.0,False,,60,,,insufficient_history,N/A,
GA03-6753-GW,FID-GA-03,PL-Gamma,2024-12-01,15,17.0,False,,67,,,insufficient_history,N/A,
GA04-1397-LF,FID-GA-04,PL-Gamma,2023-02-01,13,,False,,20,,,insufficient_history,N/A,
GA04-1397-LF,FID-GA-04,PL-Gamma,2023-03-01,13,,False,,23,,,insufficient_history,N/A,
GA04-1397-LF,FID-GA-04,PL-Gamma,2023-04-01,13,,False,,22,,,insufficient_history,N/A,
GA04-2889-OS,FID-GA-04,PL-Gamma,2024-10-01,17,17.0,False,,26,,,insufficient_history,N/A,
GA04-2889-OS,FID-GA-04,PL-Gamma,2024-11-01,17,18.0,False,,23,,,insufficient_history,N/A,
GA04-2889-OS,FID-GA-04,PL-Gamma,2024-12-01,17,19.0,False,,25,,,insufficient_history,N/A,
GA05-2633-FI,FID-GA-05,PL-Gamma,2023-12-01,23,,False,18.0,22,4.0,18.181818181818183,fitted,"(0,1,0)",84.21864121282542
GA05-2633-FI,FID-GA-05,PL-Gamma,2024-01-01,23,,False,18.0,26,8.0,30.76923076923077,fitted,"(0,1,0)",84.21864121282542
GA05-2633-FI,FID-GA-05,PL-Gamma,2024-02-01,23,,False,18.0,19,1.0,5.263157894736842,fitted,"(0,1,0)",84.21864121282542
GA05-6375-ZQ,FID-GA-05,PL-Gamma,2024-10-01,7,7.0,False,,20,,,insufficient_history,N/A,
GA05-6375-ZQ,FID-GA-05,PL-Gamma,2024-11-01,7,8.0,False,,21,,,insufficient_history,N/A,
GA05-6375-ZQ,FID-GA-05,PL-Gamma,2024-12-01,7,9.0,False,,21,,,insufficient_history,N/A,
GA06-2065-LN,FID-GA-06,PL-Gamma,2022-05-01,4,,False,,148,,,insufficient_history,N/A,
GA06-2065-LN,FID-GA-06,PL-Gamma,2022-06-01,4,,False,,138,,,insufficient_history,N/A,
GA06-2065-LN,FID-GA-06,PL-Gamma,2022-07-01,4,,False,,168,,,insufficient_history,N/A,
GA06-8929-DF,FID-GA-06,PL-Gamma,2024-10-01,26,26.0,False,149.0,195,46.0,23.589743589743588,fitted,"(0,1,0)",177.7185914914862
GA06-8929-DF,FID-GA-06,PL-Gamma,2024-11-01,26,27.0,False,149.0,114,35.0,30.701754385964914,fitted,"(0,1,0)",177.7185914914862
GA06-8929-DF,FID-GA-06,PL-Gamma,2024-12-01,26,28.0,False,149.0,165,16.0,9.696969696969697,fitted,"(0,1,0)",177.7185914914862
GA07-1042-IP,FID-GA-07,PL-Gamma,2022-05-01,4,,False,,50,,,insufficient_history,N/A,
GA07-1042-IP,FID-GA-07,PL-Gamma,2022-06-01,4,,False,,53,,,insufficient_history,N/A,
GA07-1042-IP,FID-GA-07,PL-Gamma,2022-07-01,4,,False,,58,,,insufficient_history,N/A,
GA07-8511-FF,FID-GA-07,PL-Gamma,2023-11-01,15,15.0,False,,95,,,insufficient_history,N/A,
GA07-8511-FF,FID-GA-07,PL-Gamma,2023-12-01,15,16.0,False,,73,,,insufficient_history,N/A,
GA07-8511-FF,FID-GA-07,PL-Gamma,2024-01-01,15,17.0,False,,89,,,insufficient_history,N/A,
GA07-9431-BQ,FID-GA-07,PL-Gamma,2024-10-01,8,8.0,False,,84,,,insufficient_history,N/A,
GA07-9431-BQ,FID-GA-07,PL-Gamma,2024-11-01,8,9.0,False,,84,,,insufficient_history,N/A,
GA07-9431-BQ,FID-GA-07,PL-Gamma,2024-12-01,8,10.0,False,,91,,,insufficient_history,N/A,
GA08-1365-WB,FID-GA-08,PL-Gamma,2023-08-01,6,6.0,True,,133,,,insufficient_history,N/A,
GA08-1365-WB,FID-GA-08,PL-Gamma,2023-09-01,6,7.0,False,,64,,,insufficient_history,N/A,
GA08-1365-WB,FID-GA-08,PL-Gamma,2023-10-01,6,8.0,False,,107,,,insufficient_history,N/A,
GA08-3127-GR,FID-GA-08,PL-Gamma,2024-10-01,11,11.0,False,,81,,,insufficient_history,N/A,
GA08-3127-GR,FID-GA-08,PL-Gamma,2024-11-01,11,12.0,False,,143,,,insufficient_history,N/A,
GA08-3127-GR,FID-GA-08,PL-Gamma,2024-12-01,11,13.0,False,,122,,,insufficient_history,N/A,
GA08-9793-FX,FID-GA-08,PL-Gamma,2022-11-01,10,,False,,126,,,insufficient_history,N/A,
GA08-9793-FX,FID-GA-08,PL-Gamma,2022-12-01,10,,False,,119,,,insufficient_history,N/A,
GA08-9793-FX,FID-GA-08,PL-Gamma,2023-01-01,10,,False,,116,,,insufficient_history,N/A,
GA09-1457-YO,FID-GA-09,PL-Gamma,2023-05-01,6,6.0,True,,82,,,insufficient_history,N/A,
GA09-1457-YO,FID-GA-09,PL-Gamma,2023-06-01,6,7.0,False,,93,,,insufficient_history,N/A,
GA09-1457-YO,FID-GA-09,PL-Gamma,2023-07-01,6,8.0,False,,79,,,insufficient_history,N/A,
GA09-6380-MU,FID-GA-09,PL-Gamma,2024-05-01,9,9.0,False,,80,,,insufficient_history,N/A,
GA09-6380-MU,FID-GA-09,PL-Gamma,2024-06-01,9,10.0,False,,76,,,insufficient_history,N/A,
GA09-6380-MU,FID-GA-09,PL-Gamma,2024-07-01,9,11.0,False,,72,,,insufficient_history,N/A,
GA09-6499-FD,FID-GA-09,PL-Gamma,2022-08-01,7,,False,,92,,,insufficient_history,N/A,
GA09-6499-FD,FID-GA-09,PL-Gamma,2022-09-01,7,,False,,93,,,insufficient_history,N/A,
GA09-6499-FD,FID-GA-09,PL-Gamma,2022-10-01,7,,False,,67,,,insufficient_history,N/A,
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-10-01,2,2.0,True,,90,,,insufficient_history,N/A,
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-11-01,2,3.0,True,,69,,,insufficient_history,N/A,
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-12-01,2,4.0,True,,81,,,insufficient_history,N/A,
GA10-3774-CL,FID-GA-10,PL-Gamma,2022-09-01,8,,False,,161,,,insufficient_history,N/A,
GA10-3774-CL,FID-GA-10,PL-Gamma,2022-10-01,8,,False,,158,,,insufficient_history,N/A,
GA10-3774-CL,FID-GA-10,PL-Gamma,2022-11-01,8,,False,,193,,,insufficient_history,N/A,
GA10-4441-LM,FID-GA-10,PL-Gamma,2024-10-01,22,22.0,False,159.0,205,46.0,22.439024390243905,fitted,"(0,1,0)",160.27691483518424
GA10-4441-LM,FID-GA-10,PL-Gamma,2024-11-01,22,23.0,False,159.0,144,15.0,10.416666666666668,fitted,"(0,1,0)",160.27691483518424
GA10-4441-LM,FID-GA-10,PL-Gamma,2024-12-01,22,24.0,False,159.0,190,31.0,16.315789473684212,fitted,"(0,1,0)",160.27691483518424
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-10-01,6,6.0,True,,175,,,insufficient_history,N/A,
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-11-01,6,7.0,False,,174,,,insufficient_history,N/A,
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-12-01,6,8.0,False,,169,,,insufficient_history,N/A,
GA11-3026-ZC,FID-GA-11,PL-Gamma,2024-01-01,6,6.0,True,,172,,,insufficient_history,N/A,
GA11-3026-ZC,FID-GA-11,PL-Gamma,2024-02-01,6,7.0,False,,98,,,insufficient_history,N/A,
GA11-3026-ZC,FID-GA-11,PL-Gamma,2024-03-01,6,8.0,False,,153,,,insufficient_history,N/A,
GA11-7415-SR,FID-GA-11,PL-Gamma,2023-04-01,15,,False,,164,,,insufficient_history,N/A,
GA11-7415-SR,FID-GA-11,PL-Gamma,2023-05-01,15,,False,,172,,,insufficient_history,N/A,
GA11-7415-SR,FID-GA-11,PL-Gamma,2023-06-01,15,,False,,110,,,insufficient_history,N/A,
GA12-2871-WG,FID-GA-12,PL-Gamma,2022-11-01,10,,False,,166,,,insufficient_history,N/A,
GA12-2871-WG,FID-GA-12,PL-Gamma,2022-12-01,10,,False,,173,,,insufficient_history,N/A,
GA12-2871-WG,FID-GA-12,PL-Gamma,2023-01-01,10,,False,,212,,,insufficient_history,N/A,
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-10-01,5,5.0,True,,172,,,insufficient_history,N/A,
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-11-01,5,6.0,True,,206,,,insufficient_history,N/A,
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-12-01,5,7.0,False,,232,,,insufficient_history,N/A,
GA12-9077-EL,FID-GA-12,PL-Gamma,2024-02-01,12,12.0,False,,200,,,insufficient_history,N/A,
GA12-9077-EL,FID-GA-12,PL-Gamma,2024-03-01,12,13.0,False,,216,,,insufficient_history,N/A,
GA12-9077-EL,FID-GA-12,PL-Gamma,2024-04-01,12,14.0,False,,157,,,insufficient_history,N/A,
