date,part_number,functional_id,product_line,demand,is_active
2023-05-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,129,1
2023-06-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,135,1
2023-07-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,117,1
2023-08-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,105,1
2023-09-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,98,1
2023-10-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,115,1
2023-11-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,127,1
2023-12-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,131,1
2024-01-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,196,1
2024-02-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,157,1
2024-03-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,123,1
2024-04-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,146,1
2024-05-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,134,1
2024-06-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,137,1
2024-07-01,AL11-6024-OR,FID-AL-11,PL-Alpha,146,1
2024-08-01,AL11-6024-OR,FID-AL-11,PL-Alpha,154,1
2024-09-01,AL11-6024-OR,FID-AL-11,PL-Alpha,139,1
2024-10-01,AL11-6024-OR,FID-AL-11,PL-Alpha,164,1
2024-11-01,AL11-6024-OR,FID-AL-11,PL-Alpha,128,1
2024-12-01,AL11-6024-OR,FID-AL-11,PL-Alpha,148,1
2022-01-01,AL12-4532-VU,FID-AL-12,PL-Alpha,218,1
2022-02-01,AL12-4532-VU,FID-AL-12,PL-Alpha,204,1
2022-03-01,AL12-4532-VU,FID-AL-12,PL-Alpha,217,1
2022-04-01,AL12-4532-VU,FID-AL-12,PL-Alpha,198,1
2022-05-01,AL12-4532-VU,FID-AL-12,PL-Alpha,181,1
2022-06-01,AL12-4532-VU,FID-AL-12,PL-Alpha,203,1
2022-07-01,AL12-4532-VU,FID-AL-12,PL-Alpha,182,1
2022-08-01,AL12-4532-VU,FID-AL-12,PL-Alpha,218,1
2022-09-01,AL12-4532-VU,FID-AL-12,PL-Alpha,142,1
2022-10-01,AL12-4532-VU,FID-AL-12,PL-Alpha,185,1
2022-11-01,AL12-4532-VU,FID-AL-12,PL-Alpha,140,1
2022-12-01,AL12-4532-VU,FID-AL-12,PL-Alpha,155,1
2023-01-01,AL12-4532-VU,FID-AL-12,PL-Alpha,301,1
2023-02-01,AL12-4532-VU,FID-AL-12,PL-Alpha,223,1
2023-03-01,AL12-4532-VU,FID-AL-12,PL-Alpha,179,1
2023-04-01,AL12-4532-VU,FID-AL-12,PL-Alpha,158,1
2023-05-01,AL12-3957-FA,FID-AL-12,PL-Alpha,119,1
2023-06-01,AL12-3957-FA,FID-AL-12,PL-Alpha,187,1
2023-07-01,AL12-3957-FA,FID-AL-12,PL-Alpha,270,1
2023-08-01,AL12-3957-FA,FID-AL-12,PL-Alpha,216,1
2023-09-01,AL12-3957-FA,FID-AL-12,PL-Alpha,189,1
2023-10-01,AL12-3957-FA,FID-AL-12,PL-Alpha,219,1
2023-11-01,AL12-3957-FA,FID-AL-12,PL-Alpha,164,1
2023-12-01,AL12-3957-FA,FID-AL-12,PL-Alpha,200,1
2024-01-01,AL12-3957-FA,FID-AL-12,PL-Alpha,260,1
2024-02-01,AL12-3957-FA,FID-AL-12,PL-Alpha,208,1
2024-03-01,AL12-3957-FA,FID-AL-12,PL-Alpha,233,1
2024-04-01,AL12-3957-FA,FID-AL-12,PL-Alpha,222,1
2024-05-01,AL12-3957-FA,FID-AL-12,PL-Alpha,232,1
2024-06-01,AL12-3957-FA,FID-AL-12,PL-Alpha,195,1
2024-07-01,AL12-3957-FA,FID-AL-12,PL-Alpha,240,1
2024-08-01,AL12-3957-FA,FID-AL-12,PL-Alpha,261,1
2024-09-01,AL12-3957-FA,FID-AL-12,PL-Alpha,190,1
2024-10-01,AL12-3957-FA,FID-AL-12,PL-Alpha,193,1
2024-11-01,AL12-3957-FA,FID-AL-12,PL-Alpha,256,1
2024-12-01,AL12-3957-FA,FID-AL-12,PL-Alpha,215,1
2022-01-01,BE01-4781-IG,FID-BE-01,PL-Beta,194,1
2022-02-01,BE01-4781-IG,FID-BE-01,PL-Beta,159,1
2022-03-01,BE01-4781-IG,FID-BE-01,PL-Beta,182,1
2022-04-01,BE01-4781-IG,FID-BE-01,PL-Beta,132,1
2022-05-01,BE01-4781-IG,FID-BE-01,PL-Beta,189,1
2022-06-01,BE01-4781-IG,FID-BE-01,PL-Beta,160,1
2022-07-01,BE01-4781-IG,FID-BE-01,PL-Beta,204,1
2022-08-01,BE01-4781-IG,FID-BE-01,PL-Beta,115,1
2022-09-01,BE01-4781-IG,FID-BE-01,PL-Beta,157,1
2022-10-01,BE01-4781-IG,FID-BE-01,PL-Beta,135,1
2022-11-01,BE01-4781-IG,FID-BE-01,PL-Beta,158,1
2022-12-01,BE01-4781-IG,FID-BE-01,PL-Beta,186,1
2023-01-01,BE01-4781-IG,FID-BE-01,PL-Beta,226,1
2023-02-01,BE01-4781-IG,FID-BE-01,PL-Beta,176,1
2023-03-01,BE01-4781-IG,FID-BE-01,PL-Beta,179,1
2023-04-01,BE01-4781-IG,FID-BE-01,PL-Beta,189,1
2023-05-01,BE01-4781-IG,FID-BE-01,PL-Beta,159,1
2023-06-01,BE01-4781-IG,FID-BE-01,PL-Beta,204,1
2023-07-01,BE01-4781-IG,FID-BE-01,PL-Beta,204,1
2023-08-01,BE01-4781-IG,FID-BE-01,PL-Beta,198,1
2023-09-01,BE01-4781-IG,FID-BE-01,PL-Beta,203,1
2023-10-01,BE01-4781-IG,FID-BE-01,PL-Beta,198,1
2023-11-01,BE01-4781-IG,FID-BE-01,PL-Beta,243,1
2023-12-01,BE01-3767-FY,FID-BE-01,PL-Beta,190,1
2024-01-01,BE01-3767-FY,FID-BE-01,PL-Beta,224,1
2024-02-01,BE01-3767-FY,FID-BE-01,PL-Beta,175,1
2024-03-01,BE01-3767-FY,FID-BE-01,PL-Beta,169,1
2024-04-01,BE01-3767-FY,FID-BE-01,PL-Beta,164,1
2024-05-01,BE01-3767-FY,FID-BE-01,PL-Beta,174,1
2024-06-01,BE01-2281-WI,FID-BE-01,PL-Beta,196,1
2024-07-01,BE01-2281-WI,FID-BE-01,PL-Beta,207,1
2024-08-01,BE01-2281-WI,FID-BE-01,PL-Beta,201,1
2024-09-01,BE01-2281-WI,FID-BE-01,PL-Beta,182,1
2024-10-01,BE01-2281-WI,FID-BE-01,PL-Beta,225,1
2024-11-01,BE01-2281-WI,FID-BE-01,PL-Beta,222,1
2024-12-01,BE01-2281-WI,FID-BE-01,PL-Beta,200,1
2022-01-01,BE02-7418-RK,FID-BE-02,PL-Beta,17,1
2022-02-01,BE02-7418-RK,FID-BE-02,PL-Beta,13,1
2022-03-01,BE02-7418-RK,FID-BE-02,PL-Beta,11,1
2022-04-01,BE02-7418-RK,FID-BE-02,PL-Beta,12,1
2022-05-01,BE02-7418-RK,FID-BE-02,PL-Beta,7,1
2022-06-01,BE02-7418-RK,FID-BE-02,PL-Beta,9,1
2022-07-01,BE02-7418-RK,FID-BE-02,PL-Beta,11,1
2022-08-01,BE02-7418-RK,FID-BE-02,PL-Beta,9,1
2022-09-01,BE02-7418-RK,FID-BE-02,PL-Beta,12,1
2022-10-01,BE02-7418-RK,FID-BE-02,PL-Beta,14,1
2022-11-01,BE02-7418-RK,FID-BE-02,PL-Beta,9,1
2022-12-01,BE02-7418-RK,FID-BE-02,PL-Beta,10,1
2023-01-01,BE02-7418-RK,FID-BE-02,PL-Beta,15,1
2023-02-01,BE02-7418-RK,FID-BE-02,PL-Beta,14,1
2023-03-01,BE02-7418-RK,FID-BE-02,PL-Beta,9,1
2023-04-01,BE02-7418-RK,FID-BE-02,PL-Beta,11,1
2023-05-01,BE02-7418-RK,FID-BE-02,PL-Beta,14,1
2023-06-01,BE02-7418-RK,FID-BE-02,PL-Beta,8,1
2023-07-01,BE02-7418-RK,FID-BE-02,PL-Beta,9,1
2023-08-01,BE02-7418-RK,FID-BE-02,PL-Beta,10,1
2023-09-01,BE02-7418-RK,FID-BE-02,PL-Beta,10,1
2023-10-01,BE02-7418-RK,FID-BE-02,PL-Beta,12,1
2023-11-01,BE02-7418-RK,FID-BE-02,PL-Beta,11,1
2023-12-01,BE02-7418-RK,FID-BE-02,PL-Beta,8,1
2024-01-01,BE02-7418-RK,FID-BE-02,PL-Beta,16,1
2024-02-01,BE02-6912-XL,FID-BE-02,PL-Beta,10,1
2024-03-01,BE02-6912-XL,FID-BE-02,PL-Beta,13,1
2024-04-01,BE02-6912-XL,FID-BE-02,PL-Beta,10,1
2024-05-01,BE02-6912-XL,FID-BE-02,PL-Beta,10,1
2024-06-01,BE02-6912-XL,FID-BE-02,PL-Beta,12,1
2024-07-01,BE02-6912-XL,FID-BE-02,PL-Beta,12,1
2024-08-01,BE02-6912-XL,FID-BE-02,PL-Beta,12,1
2024-09-01,BE02-6912-XL,FID-BE-02,PL-Beta,8,1
2024-10-01,BE02-6912-XL,FID-BE-02,PL-Beta,12,1
2024-11-01,BE02-6912-XL,FID-BE-02,PL-Beta,9,1
2024-12-01,BE02-6912-XL,FID-BE-02,PL-Beta,11,1
2022-01-01,BE03-3716-GG,FID-BE-03,PL-Beta,14,1
2022-02-01,BE03-3716-GG,FID-BE-03,PL-Beta,14,1
2022-03-01,BE03-3716-GG,FID-BE-03,PL-Beta,12,1
2022-04-01,BE03-3716-GG,FID-BE-03,PL-Beta,14,1
2022-05-01,BE03-3716-GG,FID-BE-03,PL-Beta,15,1
2022-06-01,BE03-3716-GG,FID-BE-03,PL-Beta,15,1
2022-07-01,BE03-3716-GG,FID-BE-03,PL-Beta,18,1
2022-08-01,BE03-3716-GG,FID-BE-03,PL-Beta,17,1
2022-09-01,BE03-3716-GG,FID-BE-03,PL-Beta,18,1
2022-10-01,BE03-5079-OG,FID-BE-03,PL-Beta,22,1
2022-11-01,BE03-5079-OG,FID-BE-03,PL-Beta,19,1
2022-12-01,BE03-5079-OG,FID-BE-03,PL-Beta,18,1
2023-01-01,BE03-5079-OG,FID-BE-03,PL-Beta,30,1
2023-02-01,BE03-5079-OG,FID-BE-03,PL-Beta,28,1
2023-03-01,BE03-5079-OG,FID-BE-03,PL-Beta,24,1
2023-04-01,BE03-5079-OG,FID-BE-03,PL-Beta,23,1
2023-05-01,BE03-5079-OG,FID-BE-03,PL-Beta,26,1
2023-06-01,BE03-5079-OG,FID-BE-03,PL-Beta,28,1
2023-07-01,BE03-5079-OG,FID-BE-03,PL-Beta,29,1
2023-08-01,BE03-9667-PX,FID-BE-03,PL-Beta,28,1
2023-09-01,BE03-9667-PX,FID-BE-03,PL-Beta,32,1
2023-10-01,BE03-9667-PX,FID-BE-03,PL-Beta,33,1
2023-11-01,BE03-9667-PX,FID-BE-03,PL-Beta,31,1
2023-12-01,BE03-9667-PX,FID-BE-03,PL-Beta,35,1
2024-01-01,BE03-9667-PX,FID-BE-03,PL-Beta,41,1
2024-02-01,BE03-9667-PX,FID-BE-03,PL-Beta,36,1
2024-03-01,BE03-9667-PX,FID-BE-03,PL-Beta,36,1
2024-04-01,BE03-9667-PX,FID-BE-03,PL-Beta,38,1
2024-05-01,BE03-9667-PX,FID-BE-03,PL-Beta,40,1
2024-06-01,BE03-9667-PX,FID-BE-03,PL-Beta,37,1
2024-07-01,BE03-9667-PX,FID-BE-03,PL-Beta,41,1
2024-08-01,BE03-9667-PX,FID-BE-03,PL-Beta,41,1
2024-09-01,BE03-9667-PX,FID-BE-03,PL-Beta,46,1
2024-10-01,BE03-9667-PX,FID-BE-03,PL-Beta,44,1
2024-11-01,BE03-9667-PX,FID-BE-03,PL-Beta,48,1
2024-12-01,BE03-9667-PX,FID-BE-03,PL-Beta,44,1
2022-01-01,BE04-3812-KF,FID-BE-04,PL-Beta,101,1
2022-02-01,BE04-3812-KF,FID-BE-04,PL-Beta,74,1
2022-03-01,BE04-3812-KF,FID-BE-04,PL-Beta,56,1
2022-04-01,BE04-3812-KF,FID-BE-04,PL-Beta,57,1
2022-05-01,BE04-3812-KF,FID-BE-04,PL-Beta,80,1
2022-06-01,BE04-3812-KF,FID-BE-04,PL-Beta,69,1
2022-07-01,BE04-3812-KF,FID-BE-04,PL-Beta,46,1
2022-08-01,BE04-3812-KF,FID-BE-04,PL-Beta,84,1
2022-09-01,BE04-3812-KF,FID-BE-04,PL-Beta,78,1
2022-10-01,BE04-3812-KF,FID-BE-04,PL-Beta,67,1
2022-11-01,BE04-3812-KF,FID-BE-04,PL-Beta,60,1
2022-12-01,BE04-1427-ZN,FID-BE-04,PL-Beta,84,1
2023-01-01,BE04-1427-ZN,FID-BE-04,PL-Beta,105,1
2023-02-01,BE04-1427-ZN,FID-BE-04,PL-Beta,102,1
2023-03-01,BE04-1427-ZN,FID-BE-04,PL-Beta,80,1
2023-04-01,BE04-1427-ZN,FID-BE-04,PL-Beta,79,1
2023-05-01,BE04-1427-ZN,FID-BE-04,PL-Beta,73,1
2023-06-01,BE04-1427-ZN,FID-BE-04,PL-Beta,84,1
2023-07-01,BE04-1458-CB,FID-BE-04,PL-Beta,82,1
2023-08-01,BE04-1458-CB,FID-BE-04,PL-Beta,89,1
2023-09-01,BE04-1458-CB,FID-BE-04,PL-Beta,69,1
2023-10-01,BE04-1458-CB,FID-BE-04,PL-Beta,70,1
2023-11-01,BE04-1458-CB,FID-BE-04,PL-Beta,70,1
2023-12-01,BE04-1458-CB,FID-BE-04,PL-Beta,84,1
2024-01-01,BE04-1458-CB,FID-BE-04,PL-Beta,115,1
2024-02-01,BE04-1458-CB,FID-BE-04,PL-Beta,70,1
2024-03-01,BE04-1458-CB,FID-BE-04,PL-Beta,70,1
2024-04-01,BE04-1458-CB,FID-BE-04,PL-Beta,79,1
2024-05-01,BE04-1458-CB,FID-BE-04,PL-Beta,72,1
2024-06-01,BE04-1458-CB,FID-BE-04,PL-Beta,86,1
2024-07-01,BE04-1458-CB,FID-BE-04,PL-Beta,50,1
2024-08-01,BE04-1458-CB,FID-BE-04,PL-Beta,66,1
2024-09-01,BE04-1458-CB,FID-BE-04,PL-Beta,66,1
2024-10-01,BE04-1458-CB,FID-BE-04,PL-Beta,49,1
2024-11-01,BE04-1458-CB,FID-BE-04,PL-Beta,64,1
2024-12-01,BE04-1458-CB,FID-BE-04,PL-Beta,65,1
2022-01-01,BE05-5798-CQ,FID-BE-05,PL-Beta,170,1
2022-02-01,BE05-5798-CQ,FID-BE-05,PL-Beta,127,1
2022-03-01,BE05-5798-CQ,FID-BE-05,PL-Beta,144,1
2022-04-01,BE05-5798-CQ,FID-BE-05,PL-Beta,131,1
2022-05-01,BE05-6571-UK,FID-BE-05,PL-Beta,145,1
2022-06-01,BE05-6571-UK,FID-BE-05,PL-Beta,111,1
2022-07-01,BE05-6571-UK,FID-BE-05,PL-Beta,131,1
2022-08-01,BE05-6571-UK,FID-BE-05,PL-Beta,127,1
2022-09-01,BE05-6571-UK,FID-BE-05,PL-Beta,107,1
2022-10-01,BE05-6571-UK,FID-BE-05,PL-Beta,100,1
2022-11-01,BE05-6571-UK,FID-BE-05,PL-Beta,144,1
2022-12-01,BE05-6571-UK,FID-BE-05,PL-Beta,124,1
2023-01-01,BE05-6571-UK,FID-BE-05,PL-Beta,155,1
2023-02-01,BE05-6571-UK,FID-BE-05,PL-Beta,129,1
2023-03-01,BE05-6571-UK,FID-BE-05,PL-Beta,153,1
2023-04-01,BE05-6571-UK,FID-BE-05,PL-Beta,86,1
2023-05-01,BE05-6571-UK,FID-BE-05,PL-Beta,102,1
2023-06-01,BE05-5119-BJ,FID-BE-05,PL-Beta,113,1
2023-07-01,BE05-5119-BJ,FID-BE-05,PL-Beta,160,1
2023-08-01,BE05-5119-BJ,FID-BE-05,PL-Beta,137,1
2023-09-01,BE05-5119-BJ,FID-BE-05,PL-Beta,146,1
2023-10-01,BE05-5119-BJ,FID-BE-05,PL-Beta,109,1
2023-11-01,BE05-5119-BJ,FID-BE-05,PL-Beta,109,1
2023-12-01,BE05-5119-BJ,FID-BE-05,PL-Beta,140,1
2024-01-01,BE05-5119-BJ,FID-BE-05,PL-Beta,164,1
2024-02-01,BE05-5119-BJ,FID-BE-05,PL-Beta,142,1
2024-03-01,BE05-2464-ZN,FID-BE-05,PL-Beta,127,1
2024-04-01,BE05-2464-ZN,FID-BE-05,PL-Beta,136,1
2024-05-01,BE05-2464-ZN,FID-BE-05,PL-Beta,134,1
2024-06-01,BE05-2464-ZN,FID-BE-05,PL-Beta,146,1
2024-07-01,BE05-2464-ZN,FID-BE-05,PL-Beta,147,1
2024-08-01,BE05-2464-ZN,FID-BE-05,PL-Beta,99,1
2024-09-01,BE05-2464-ZN,FID-BE-05,PL-Beta,87,1
2024-10-01,BE05-2464-ZN,FID-BE-05,PL-Beta,151,1
2024-11-01,BE05-2464-ZN,FID-BE-05,PL-Beta,154,1
2024-12-01,BE05-2464-ZN,FID-BE-05,PL-Beta,111,1
2022-01-01,BE06-1454-ZW,FID-BE-06,PL-Beta,286,1
2022-02-01,BE06-1454-ZW,FID-BE-06,PL-Beta,202,1
2022-03-01,BE06-1454-ZW,FID-BE-06,PL-Beta,149,1
2022-04-01,BE06-1454-ZW,FID-BE-06,PL-Beta,195,1
2022-05-01,BE06-1454-ZW,FID-BE-06,PL-Beta,190,1
2022-06-01,BE06-1454-ZW,FID-BE-06,PL-Beta,184,1
2022-07-01,BE06-1454-ZW,FID-BE-06,PL-Beta,205,1
2022-08-01,BE06-1454-ZW,FID-BE-06,PL-Beta,189,1
2022-09-01,BE06-1454-ZW,FID-BE-06,PL-Beta,192,1
2022-10-01,BE06-1454-ZW,FID-BE-06,PL-Beta,190,1
2022-11-01,BE06-1454-ZW,FID-BE-06,PL-Beta,182,1
2022-12-01,BE06-1454-ZW,FID-BE-06,PL-Beta,127,1
2023-01-01,BE06-1454-ZW,FID-BE-06,PL-Beta,225,1
2023-02-01,BE06-1454-ZW,FID-BE-06,PL-Beta,159,1
2023-03-01,BE06-1454-ZW,FID-BE-06,PL-Beta,140,1
2023-04-01,BE06-1454-ZW,FID-BE-06,PL-Beta,217,1
2023-05-01,BE06-1454-ZW,FID-BE-06,PL-Beta,218,1
2023-06-01,BE06-1454-ZW,FID-BE-06,PL-Beta,208,1
2023-07-01,BE06-1454-ZW,FID-BE-06,PL-Beta,180,1
2023-08-01,BE06-1454-ZW,FID-BE-06,PL-Beta,208,1
2023-09-01,BE06-1454-ZW,FID-BE-06,PL-Beta,173,1
2023-10-01,BE06-1454-ZW,FID-BE-06,PL-Beta,178,1
2023-11-01,BE06-1454-ZW,FID-BE-06,PL-Beta,145,1
2023-12-01,BE06-1454-ZW,FID-BE-06,PL-Beta,183,1
2024-01-01,BE06-5024-AS,FID-BE-06,PL-Beta,230,1
2024-02-01,BE06-5024-AS,FID-BE-06,PL-Beta,139,1
2024-03-01,BE06-5024-AS,FID-BE-06,PL-Beta,172,1
2024-04-01,BE06-5024-AS,FID-BE-06,PL-Beta,171,1
2024-05-01,BE06-5024-AS,FID-BE-06,PL-Beta,220,1
2024-06-01,BE06-5024-AS,FID-BE-06,PL-Beta,196,1
2024-07-01,BE06-5024-AS,FID-BE-06,PL-Beta,173,1
2024-08-01,BE06-5024-AS,FID-BE-06,PL-Beta,179,1
2024-09-01,BE06-5024-AS,FID-BE-06,PL-Beta,174,1
2024-10-01,BE06-5024-AS,FID-BE-06,PL-Beta,168,1
2024-11-01,BE06-5024-AS,FID-BE-06,PL-Beta,145,1
2024-12-01,BE06-5024-AS,FID-BE-06,PL-Beta,169,1
2022-01-01,BE07-7294-RN,FID-BE-07,PL-Beta,52,1
2022-02-01,BE07-7294-RN,FID-BE-07,PL-Beta,41,1
2022-03-01,BE07-7294-RN,FID-BE-07,PL-Beta,40,1
2022-04-01,BE07-7294-RN,FID-BE-07,PL-Beta,35,1
2022-05-01,BE07-7294-RN,FID-BE-07,PL-Beta,31,1
2022-06-01,BE07-7294-RN,FID-BE-07,PL-Beta,29,1
2022-07-01,BE07-8789-GQ,FID-BE-07,PL-Beta,37,1
2022-08-01,BE07-8789-GQ,FID-BE-07,PL-Beta,37,1
2022-09-01,BE07-8789-GQ,FID-BE-07,PL-Beta,42,1
2022-10-01,BE07-8789-GQ,FID-BE-07,PL-Beta,41,1
2022-11-01,BE07-8789-GQ,FID-BE-07,PL-Beta,34,1
2022-12-01,BE07-8789-GQ,FID-BE-07,PL-Beta,28,1
2023-01-01,BE07-8789-GQ,FID-BE-07,PL-Beta,46,1
2023-02-01,BE07-8789-GQ,FID-BE-07,PL-Beta,36,1
2023-03-01,BE07-8789-GQ,FID-BE-07,PL-Beta,34,1
2023-04-01,BE07-8789-GQ,FID-BE-07,PL-Beta,32,1
2023-05-01,BE07-8789-GQ,FID-BE-07,PL-Beta,36,1
2023-06-01,BE07-8789-GQ,FID-BE-07,PL-Beta,32,1
2023-07-01,BE07-8789-GQ,FID-BE-07,PL-Beta,32,1
2023-08-01,BE07-8789-GQ,FID-BE-07,PL-Beta,37,1
2023-09-01,BE07-8789-GQ,FID-BE-07,PL-Beta,33,1
2023-10-01,BE07-8789-GQ,FID-BE-07,PL-Beta,36,1
2023-11-01,BE07-8789-GQ,FID-BE-07,PL-Beta,36,1
2023-12-01,BE07-8789-GQ,FID-BE-07,PL-Beta,29,1
2024-01-01,BE07-8789-GQ,FID-BE-07,PL-Beta,40,1
2024-02-01,BE07-8749-CL,FID-BE-07,PL-Beta,43,1
2024-03-01,BE07-8749-CL,FID-BE-07,PL-Beta,29,1
2024-04-01,BE07-8749-CL,FID-BE-07,PL-Beta,24,1
2024-05-01,BE07-8749-CL,FID-BE-07,PL-Beta,25,1
2024-06-01,BE07-8749-CL,FID-BE-07,PL-Beta,35,1
2024-07-01,BE07-8749-CL,FID-BE-07,PL-Beta,35,1
2024-08-01,BE07-8749-CL,FID-BE-07,PL-Beta,34,1
2024-09-01,BE07-8749-CL,FID-BE-07,PL-Beta,41,1
2024-10-01,BE07-8749-CL,FID-BE-07,PL-Beta,21,1
2024-11-01,BE07-8749-CL,FID-BE-07,PL-Beta,37,1
2024-12-01,BE07-8749-CL,FID-BE-07,PL-Beta,43,1
2022-01-01,BE08-3652-LY,FID-BE-08,PL-Beta,39,1
2022-02-01,BE08-3652-LY,FID-BE-08,PL-Beta,37,1
2022-03-01,BE08-3652-LY,FID-BE-08,PL-Beta,29,1
2022-04-01,BE08-3652-LY,FID-BE-08,PL-Beta,30,1
2022-05-01,BE08-3652-LY,FID-BE-08,PL-Beta,31,1
2022-06-01,BE08-3652-LY,FID-BE-08,PL-Beta,43,1
2022-07-01,BE08-3652-LY,FID-BE-08,PL-Beta,33,1
2022-08-01,BE08-3813-WG,FID-BE-08,PL-Beta,26,1
2022-09-01,BE08-3813-WG,FID-BE-08,PL-Beta,33,1
2022-10-01,BE08-3813-WG,FID-BE-08,PL-Beta,27,1
2022-11-01,BE08-3813-WG,FID-BE-08,PL-Beta,27,1
2022-12-01,BE08-3813-WG,FID-BE-08,PL-Beta,33,1
2023-01-01,BE08-3813-WG,FID-BE-08,PL-Beta,35,1
2023-02-01,BE08-3813-WG,FID-BE-08,PL-Beta,30,1
2023-03-01,BE08-3813-WG,FID-BE-08,PL-Beta,29,1
2023-04-01,BE08-3813-WG,FID-BE-08,PL-Beta,30,1
2023-05-01,BE08-3813-WG,FID-BE-08,PL-Beta,31,1
2023-06-01,BE08-3813-WG,FID-BE-08,PL-Beta,21,1
2023-07-01,BE08-3813-WG,FID-BE-08,PL-Beta,32,1
2023-08-01,BE08-3813-WG,FID-BE-08,PL-Beta,25,1
2023-09-01,BE08-3813-WG,FID-BE-08,PL-Beta,23,1
2023-10-01,BE08-3813-WG,FID-BE-08,PL-Beta,29,1
2023-11-01,BE08-3813-WG,FID-BE-08,PL-Beta,29,1
2023-12-01,BE08-3813-WG,FID-BE-08,PL-Beta,26,1
2024-01-01,BE08-3813-WG,FID-BE-08,PL-Beta,44,1
2024-02-01,BE08-3813-WG,FID-BE-08,PL-Beta,23,1
2024-03-01,BE08-3813-WG,FID-BE-08,PL-Beta,27,1
2024-04-01,BE08-3813-WG,FID-BE-08,PL-Beta,26,1
2024-05-01,BE08-3813-WG,FID-BE-08,PL-Beta,29,1
2024-06-01,BE08-3813-WG,FID-BE-08,PL-Beta,30,1
2024-07-01,BE08-3813-WG,FID-BE-08,PL-Beta,25,1
2024-08-01,BE08-3813-WG,FID-BE-08,PL-Beta,32,1
2024-09-01,BE08-3813-WG,FID-BE-08,PL-Beta,29,1
2024-10-01,BE08-3813-WG,FID-BE-08,PL-Beta,21,1
2024-11-01,BE08-3813-WG,FID-BE-08,PL-Beta,20,1
2024-12-01,BE08-3813-WG,FID-BE-08,PL-Beta,29,1
2022-01-01,BE09-3664-NE,FID-BE-09,PL-Beta,81,1
2022-02-01,BE09-3664-NE,FID-BE-09,PL-Beta,57,1
2022-03-01,BE09-3664-NE,FID-BE-09,PL-Beta,72,1
2022-04-01,BE09-3664-NE,FID-BE-09,PL-Beta,83,1
2022-05-01,BE09-3664-NE,FID-BE-09,PL-Beta,67,1
2022-06-01,BE09-3664-NE,FID-BE-09,PL-Beta,47,1
2022-07-01,BE09-3664-NE,FID-BE-09,PL-Beta,56,1
2022-08-01,BE09-3664-NE,FID-BE-09,PL-Beta,66,1
2022-09-01,BE09-3664-NE,FID-BE-09,PL-Beta,69,1
2022-10-01,BE09-3664-NE,FID-BE-09,PL-Beta,72,1
2022-11-01,BE09-2451-XW,FID-BE-09,PL-Beta,77,1
2022-12-01,BE09-2451-XW,FID-BE-09,PL-Beta,75,1
2023-01-01,BE09-2451-XW,FID-BE-09,PL-Beta,116,1
2023-02-01,BE09-2451-XW,FID-BE-09,PL-Beta,73,1
2023-03-01,BE09-2451-XW,FID-BE-09,PL-Beta,72,1
2023-04-01,BE09-2451-XW,FID-BE-09,PL-Beta,87,1
2023-05-01,BE09-2451-XW,FID-BE-09,PL-Beta,68,1
2023-06-01,BE09-2451-XW,FID-BE-09,PL-Beta,88,1
2023-07-01,BE09-2451-XW,FID-BE-09,PL-Beta,86,1
2023-08-01,BE09-2451-XW,FID-BE-09,PL-Beta,85,1
2023-09-01,BE09-2451-XW,FID-BE-09,PL-Beta,103,1
2023-10-01,BE09-2451-XW,FID-BE-09,PL-Beta,82,1
2023-11-01,BE09-2451-XW,FID-BE-09,PL-Beta,110,1
2023-12-01,BE09-2451-XW,FID-BE-09,PL-Beta,88,1
2024-01-01,BE09-2451-XW,FID-BE-09,PL-Beta,105,1
2024-02-01,BE09-2451-XW,FID-BE-09,PL-Beta,93,1
2024-03-01,BE09-2451-XW,FID-BE-09,PL-Beta,82,1
2024-04-01,BE09-2451-XW,FID-BE-09,PL-Beta,86,1
2024-05-01,BE09-2451-XW,FID-BE-09,PL-Beta,99,1
2024-06-01,BE09-2451-XW,FID-BE-09,PL-Beta,102,1
2024-07-01,BE09-2451-XW,FID-BE-09,PL-Beta,91,1
2024-08-01,BE09-2451-XW,FID-BE-09,PL-Beta,108,1
2024-09-01,BE09-2451-XW,FID-BE-09,PL-Beta,111,1
2024-10-01,BE09-2451-XW,FID-BE-09,PL-Beta,114,1
2024-11-01,BE09-2451-XW,FID-BE-09,PL-Beta,106,1
2024-12-01,BE09-2451-XW,FID-BE-09,PL-Beta,116,1
2022-01-01,BE10-1020-HQ,FID-BE-10,PL-Beta,251,1
2022-02-01,BE10-1020-HQ,FID-BE-10,PL-Beta,201,1
2022-03-01,BE10-1020-HQ,FID-BE-10,PL-Beta,182,1
